   1.1469210e-01   2.6206750e-02   2.3845740e-03
   1.2743560e-01   1.6567790e-02   1.6772260e-03
   1.4017900e-01   1.8306360e-02   1.5802590e-03
   1.5292240e-01   1.8317960e-02   1.3794480e-03
   1.6566580e-01   1.5857070e-02   1.2279840e-03
   1.7840920e-01   1.7221260e-02   1.2191210e-03
   1.9115250e-01   1.5603770e-02   1.0607120e-03
   2.0389570e-01   1.3723960e-02   1.0440850e-03
   2.1663900e-01   1.9225050e-02   9.4511170e-04
   2.2938210e-01   1.6491930e-02   9.0864080e-04
   2.4212530e-01   1.5914660e-02   8.5141890e-04
   2.5486830e-01   1.6934810e-02   7.9742910e-04
   2.6761130e-01   1.5638000e-02   7.5407910e-04
   2.8035430e-01   1.5259480e-02   6.9559080e-04
   2.9309720e-01   1.5069410e-02   6.7344080e-04
   3.0584000e-01   1.5821000e-02   6.3040610e-04
   3.1858280e-01   1.5169360e-02   5.9186840e-04
   3.3132550e-01   1.5092950e-02   5.7656530e-04
   3.4406810e-01   1.3940880e-02   5.2906680e-04
   3.5681060e-01   1.3975210e-02   5.3493620e-04
   3.6955310e-01   1.3315870e-02   4.9934000e-04
   3.8229550e-01   1.3766220e-02   4.9521360e-04
   3.9503780e-01   1.2685490e-02   4.7478430e-04
   4.0778000e-01   1.3029110e-02   4.5549460e-04
   4.2052210e-01   1.1670030e-02   4.5721620e-04
   4.3326410e-01   1.1448540e-02   4.3175630e-04
   4.4600610e-01   1.1399100e-02   4.4270800e-04
   4.5874790e-01   1.1348600e-02   4.1899620e-04
   4.7148960e-01   1.0506580e-02   4.1011990e-04
   4.8423130e-01   1.0462240e-02   4.1596420e-04
   4.9697280e-01   1.0696580e-02   3.9316810e-04
   5.0971420e-01   1.1259670e-02   3.9794720e-04
   5.2245550e-01   1.0350040e-02   3.7334040e-04
   5.3519670e-01   1.0408170e-02   3.7936580e-04
   5.4793780e-01   9.3927240e-03   3.7371140e-04
   5.6067870e-01   1.0120970e-02   3.5969700e-04
   5.7341960e-01   9.1599850e-03   3.5961450e-04
   5.8616030e-01   9.3484290e-03   3.4517510e-04
   5.9890080e-01   8.7655100e-03   3.4446310e-04
   6.1164130e-01   8.6941020e-03   3.3793100e-04
   6.2438160e-01   8.6132960e-03   3.2679530e-04
   6.3712170e-01   8.2863060e-03   3.3667940e-04
   6.4986180e-01   7.9128880e-03   3.1504560e-04
   6.6260170e-01   7.6289800e-03   3.1897360e-04
   6.7534140e-01   7.5626790e-03   3.1024550e-04
   6.8808100e-01   7.6368060e-03   3.1115180e-04
   7.0082040e-01   8.0655820e-03   3.1184980e-04
   7.1355970e-01   6.9544030e-03   2.9347110e-04
   7.2629880e-01   7.0396120e-03   3.0015680e-04
   7.3903780e-01   6.8751380e-03   2.9055390e-04
   7.5177660e-01   6.6943980e-03   2.9296880e-04
   7.6451530e-01   6.8990770e-03   2.8468540e-04
   7.7725370e-01   6.0732240e-03   2.7799360e-04
   7.8999200e-01   6.6478620e-03   2.7928260e-04
   8.0273020e-01   5.6399950e-03   2.6645440e-04
   8.1546810e-01   6.2095510e-03   2.7487460e-04
   8.2820590e-01   6.0951580e-03   2.6951070e-04
   8.4094350e-01   5.4250970e-03   2.6236790e-04
   8.5368090e-01   5.9859800e-03   2.6955120e-04
   8.6641810e-01   5.5792810e-03   2.5532910e-04
   8.7915510e-01   6.0994290e-03   2.5891800e-04
   8.9189200e-01   5.3325360e-03   2.4869530e-04
   9.1736500e-01   4.6431845e-03   2.4819199e-04
   9.3010130e-01   4.8421770e-03   2.4951593e-04
   9.4283730e-01   4.2242919e-03   2.4089660e-04
   9.5557310e-01   4.3565176e-03   2.3815737e-04
   9.6830870e-01   4.4538964e-03   2.3865872e-04
   9.8104410e-01   4.1501633e-03   2.3660067e-04
   9.9377930e-01   4.1274437e-03   2.3451362e-04
   1.0065140e+00   3.9885722e-03   2.3669946e-04
   1.0132010e+00   3.9161744e-03   3.1056448e-05
   1.0183620e+00   3.7751278e-03   3.1141885e-05
   1.0235240e+00   3.7601032e-03   3.1337424e-05
   1.0286860e+00   3.7582898e-03   3.0981093e-05
   1.0338480e+00   3.7084052e-03   3.1095533e-05
   1.0390090e+00   3.6657981e-03   3.1062949e-05
   1.0441710e+00   3.6182345e-03   3.0829327e-05
   1.0493330e+00   3.5993468e-03   3.0832351e-05
   1.0544950e+00   3.5665865e-03   3.1037699e-05
   1.0596560e+00   3.5397372e-03   3.0829298e-05
   1.0648180e+00   3.4839067e-03   3.0849314e-05
   1.0699800e+00   3.4323184e-03   3.0983626e-05
   1.0751420e+00   3.4051090e-03   3.0597150e-05
   1.0803030e+00   3.3831784e-03   3.0754946e-05
   1.0854650e+00   3.3000375e-03   3.0863035e-05
   1.0906270e+00   3.2649733e-03   3.0487568e-05
   1.0957890e+00   3.2582572e-03   3.0631161e-05
   1.1009500e+00   3.2275354e-03   3.0788002e-05
   1.1061120e+00   3.1906360e-03   3.0365701e-05
   1.1112740e+00   3.1565972e-03   3.0944352e-05
   1.1164360e+00   3.0820945e-03   3.1280847e-05
   1.1215980e+00   3.0219434e-03   3.1363978e-05
   1.1267590e+00   2.9802605e-03   3.1554651e-05
   1.1319210e+00   3.0345223e-03   3.1898214e-05
   1.1370830e+00   2.9532289e-03   3.1748574e-05
   1.1422450e+00   2.9076818e-03   3.1590287e-05
   1.1474060e+00   2.8603554e-03   3.1840815e-05
   1.1525680e+00   2.8424127e-03   3.1819458e-05
   1.1577300e+00   2.7737661e-03   3.1859110e-05
   1.1628920e+00   2.7843199e-03   3.1765489e-05
   1.1680530e+00   2.7434676e-03   3.1651248e-05
   1.1732150e+00   2.7192454e-03   3.1786345e-05
   1.1783770e+00   2.7305022e-03   3.1243765e-05
   1.1835390e+00   2.6362481e-03   3.0724498e-05
   1.1887000e+00   2.5910356e-03   3.1209915e-05
   1.1938620e+00   2.6213172e-03   3.1104936e-05
   1.1990240e+00   2.5319402e-03   3.0718601e-05
   1.2041860e+00   2.5148565e-03   3.1217173e-05
   1.2093470e+00   2.4895107e-03   3.1069432e-05
   1.2145090e+00   2.4540355e-03   3.0850051e-05
   1.2196710e+00   2.4247878e-03   3.1013526e-05
   1.2248330e+00   2.4010570e-03   3.0942717e-05
   1.2299950e+00   2.3815078e-03   3.0594429e-05
   1.2351560e+00   2.3369445e-03   3.1101269e-05
   1.2403180e+00   2.3633147e-03   3.0854889e-05
   1.2454800e+00   2.3127601e-03   3.0773610e-05
   1.2506420e+00   2.2959051e-03   3.0845241e-05
   1.2558030e+00   2.2455027e-03   3.0766995e-05
   1.2609650e+00   2.3186957e-03   3.0667893e-05
   1.2661270e+00   2.2342365e-03   3.0912194e-05
   1.2712890e+00   2.2058582e-03   3.0614019e-05
   1.2764500e+00   2.1492651e-03   3.0457716e-05
   1.2816120e+00   2.0969433e-03   3.0654464e-05
   1.2867740e+00   2.1162686e-03   3.0481851e-05
   1.2919360e+00   2.0736406e-03   3.1061551e-05
   1.2970970e+00   2.0501263e-03   3.1365282e-05
   1.3022590e+00   2.0399911e-03   3.1249823e-05
   1.3074210e+00   1.9812633e-03   3.1580988e-05
   1.3125830e+00   1.9663833e-03   3.1794595e-05
   1.3177440e+00   1.9676421e-03   3.1683719e-05
   1.3229060e+00   1.8830477e-03   3.1877935e-05
   1.3280680e+00   1.9118664e-03   3.2293101e-05
   1.3332300e+00   1.8388644e-03   3.2021867e-05
   1.3383910e+00   1.8377502e-03   3.2507946e-05
   1.3435530e+00   1.8773522e-03   3.2470429e-05
   1.3487150e+00   1.7943937e-03   3.2359562e-05
   1.3538770e+00   1.7553511e-03   3.2453883e-05
   1.3590380e+00   1.8028637e-03   3.1996437e-05
   1.3642000e+00   1.7777381e-03   3.1681592e-05
   1.3693620e+00   1.6459071e-03   3.1220773e-05
   1.3745240e+00   1.6920343e-03   3.1447375e-05
   1.3796860e+00   1.6874964e-03   3.1398688e-05
   1.3848470e+00   1.7191085e-03   3.1086829e-05
   1.3900090e+00   1.6714683e-03   3.1210426e-05
   1.3951710e+00   1.5901408e-03   3.0796157e-05
   1.4003330e+00   1.6246465e-03   3.0926444e-05
   1.4054940e+00   1.6103723e-03   3.0847669e-05
   1.4106560e+00   1.5915470e-03   3.0751194e-05
   1.4158180e+00   1.5694482e-03   3.0490016e-05
   1.4209800e+00   1.5815905e-03   3.0889863e-05
   1.4261410e+00   1.4930895e-03   3.0602093e-05
   1.4313030e+00   1.5408356e-03   3.0480320e-05
   1.4364650e+00   1.4720576e-03   3.0542548e-05
   1.4416270e+00   1.4840232e-03   3.0360116e-05
   1.4467880e+00   1.4690497e-03   3.0277004e-05
   1.4519500e+00   1.3653853e-03   3.0428270e-05
   1.4571120e+00   1.4612837e-03   3.0069303e-05
   1.4622740e+00   1.4019747e-03   3.0020267e-05
   1.4674350e+00   1.3765108e-03   3.0125710e-05
   1.4725970e+00   1.3503731e-03   3.0189865e-05
   1.4777590e+00   1.3207445e-03   2.9823962e-05
   1.4829210e+00   1.3069495e-03   2.9983780e-05
   1.4880830e+00   1.3269475e-03   2.9840018e-05
   1.4932440e+00   1.2376546e-03   2.9712226e-05
   1.4984060e+00   1.2699443e-03   2.9947984e-05
   1.5035680e+00   1.3025902e-03   2.9702965e-05
   1.5087300e+00   1.3013182e-03   2.9586711e-05
   1.5138910e+00   1.1873959e-03   2.9801226e-05
   1.5190530e+00   1.2454244e-03   2.9771241e-05
   1.5242150e+00   1.2409508e-03   2.9654940e-05
   1.5293770e+00   1.1755408e-03   2.9661725e-05
   1.5345380e+00   1.1346725e-03   2.9609476e-05
   1.5397000e+00   1.1792613e-03   2.9414683e-05
   1.5448620e+00   1.1554029e-03   2.9649119e-05
   1.5500240e+00   1.1613347e-03   2.9447825e-05
   1.5551850e+00   1.1104494e-03   2.9339499e-05
   1.5603470e+00   1.0899429e-03   2.9556953e-05
   1.5655090e+00   1.1142379e-03   2.9478972e-05
   1.5706710e+00   1.1198427e-03   2.9137780e-05
   1.5758320e+00   1.1089204e-03   2.9381675e-05
   1.5809940e+00   1.0308295e-03   2.9320004e-05
   1.5861560e+00   1.0107464e-03   2.9078349e-05
   1.5913180e+00   1.0174238e-03   2.9215232e-05
   1.5964800e+00   9.7636359e-04   2.9120175e-05
   1.6016410e+00   1.0091323e-03   2.8939822e-05
   1.6068030e+00   1.0465013e-03   2.9204251e-05
   1.6119650e+00   9.9977214e-04   2.9042335e-05
   1.6171270e+00   9.3075732e-04   2.8918531e-05
   1.6222880e+00   9.7221599e-04   2.9002570e-05
   1.6274500e+00   9.7091095e-04   2.8972056e-05
   1.6326120e+00   9.3428698e-04   2.8737262e-05
   1.6377740e+00   9.1804255e-04   2.8980164e-05
   1.6429350e+00   9.1160220e-04   2.8748809e-05
   1.6480970e+00   8.6455131e-04   2.8731582e-05
   1.6532590e+00   8.9703997e-04   2.8835853e-05
   1.6584210e+00   8.7175465e-04   2.8803270e-05
   1.6635820e+00   8.7016961e-04   2.8578549e-05
   1.6687440e+00   8.8728230e-04   2.8786326e-05
   1.6739060e+00   8.5804339e-04   2.8645502e-05
   1.6790680e+00   8.1961485e-04   2.8407986e-05
   1.6842290e+00   8.1581823e-04   2.8641146e-05
   1.6893910e+00   7.6883944e-04   2.8547402e-05
   1.6945530e+00   7.7974075e-04   2.8451334e-05
